"Author";"NP"
"RADA J";1
"RADHA B";1
"RADHA KRISHNA MURTHY GR";1
"RADHAKRISHNAN S";1
"RADIA MA";1
"RADIC M";1
"RADMAN K";1
"RADOCAJ D";1
"RADTKE N";1
"RADU A-O";1
"RAES L";1
"RAFALIA N";1
"RAFELE C";1
"RAFETSEDER K";1
"RAFIQ A";1
"RAFTOPOULOU P";1
"RAGHUNATH M";1
"RAGIN-SKORECKA K";1
"RAHAMATKAR S";1
"RAHANE WP";1
"RAHIM M";1
"RAHIM SAA";1
"RAHIMPOUR S";1
"RAHMADANI D";1
"RAHMAN F";1
"RAHMAN FS";1
"RAHMAN MS";1
"RAHMAN SA";1
"RAHMANTO KN";1
"RAHMATI M";1
"RAHMOUN DE";1
"RAHN G";1
"RAI M";1
"RAI R";1
"RAIF M";1
"RAITVIIR C-R";1
"RAJ D";1
"RAJ P";1
"RAJ PVP";1
"RAJ R";1
"RAJABIFARD A";1
"RAJAGOPAL R";1
"RAJALAKSHMI B";1
"RAJAN G";1
"RAJAPAKSE A";1
"RAJAPPA AJ";1
"RAJASEKAR A";1
"RAJASEKAR G";1
"RAJASEKARAN AS";1
"RAJASEKARAN R";1
"RAJASEKARAN S";1
"RAJAWAT AS";1
"RAJE C";1
"RAJE S";1
"RAJESH TR";1
"RAJESHWARI R";1
"RAJESWARI S";1
"RAJI KG";1
"RAJITHA R";1
"RAJKUMAR N";1
"RAJPOOT N";1
"RAJPUT NS";1
"RAJU G";1
"RAJU MP";1
"RAJU R";1
"RAJULE N";1
"RAKESH N";1
"RAKUSHEV M";1
"RALLAPALLI S";1
"RAM MOHAN RAO K";1
"RAMACHANDRAN KK";1
"RAMALINGAM S";1
"RAMAMURTHY A";1
"RAMAN A";1
"RAMAN J";1
"RAMAN R";1
"RAMANA MURTHY MVR";1
"RAMANATHAN P";1
"RAMANATHAN V";1
"RAMASAMY D";1
"RAMASWAMY Y";1
"RAMCHAND S";1
"RAMENAH H";1
"RAMESH M";1
"RAMESH O";1
"RAMESH SM";1
"RAMIREZ CZ";1
"RAMIREZ JR";1
"RAMIREZ-SARAVIA R";1
"RAMKUMAR M";1
"RAMKUMAR R";1
"RAMOS D";1
"RAMOS I";1
"RAMOS JP";1
"RAMOS L";1
"RAMOS-CASALS M";1
"RAMSEWAK D";1
"RAMSEY B";1
"RAMTEKKAR P";1
"RAMU V";1
"RAMYA TE";1
"RANA A";1
"RANA K";1
"RANA ME";1
"RANAKOTI P";1
"RANDHAWA P";1
"RANGARAJAN S";1
"RANGINENI T";1
"RANI G";1
"RANI J";1
"RANI K";1
"RANI MS";1
"RANI U";1
"RANJAN R";1
"RANJANI K";1
"RANJHA A";1
"RANJHA S";1
"RANJITH R";1
"RANKIN KP";1
"RAO AS";1
"RAO BD";1
"RAO J";1
"RAO N";1
"RAO P";1
"RAO PK";1
"RAO PP";1
"RAO PVRD";1
"RAO S-J";1
"RAO TR";1
"RAO Y";1
"RAOUZAIOU A";1
"RAPONI E";1
"RAPOSO D";1
"RASEKH A";1
"RASELLA D";1
"RASHEED K";1
"RASHID ANMB";1
"RASHID FL";1
"RASHID M";1
"RASHIDI M";1
"RASMUSSEN A";1
"RASMUSSEN C";1
"RASMUSSEN MH";1
"RASMUSSEN SH";1
"RASMUSSEN T";1
"RASOOL G";1
"RASOOL I";1
"RATH S";1
"RATHEE S";1
"RATHNAYAKE P";1
"RATHORE B";1
"RATHORE MM";1
"RATHORE R";1
"RATHORE VS";1
"RATILAL P";1
"RATRA KK";1
"RATTANATAMRONG P";1
"RAUDONIS V";1
"RAUL BELTRÁN B";1
"RAUTHAN MS";1
"RAUTIAINEN M";1
"RAVAUD P";1
"RAVEENDRAN V";1
"RAVI KISHORE P";1
"RAVICHANDRAN L";1
"RAVIKANTH MOTUPALLI N";1
"RAVILLA L";1
"RAVISHANKAR RAO AR";1
"RAVN SF";1
"RAWALD C";1
"RAWAT R";1
"RAWAT SS";1
"RAY A";1
"RAY B";1
"RAY BR";1
"RAY HM";1
"RAY SK";1
"RAYHANA R";1
"RAYNER C";1
"RAZA A";1
"RAZA SEA";1
"RAZAVI H";1
"RÉ C";1
"RE M";1
"REA MINANGO NR";1
"REALI G";1
"REALI P";1
"REBECCHI F";1
"REBELO F";1
"REBOUH NY";1
"RECALDE L";1
"REDA K";1
"REDDY ARS";1
"REDDY JV";1
"REDDY M";1
"REDDY MK";1
"REDDY PLKK";1
"REDDY RA";1
"REDDY RELLA BP";1
"REDDY SRN";1
"REDELSTEIN J";1
"REDFERN J";1
"REEM CSA";1
"REESE TJ";1
"REFORGIATO RECUPERO DR";1
"REGENEL TY";1
"REGINATO L";1
"REHAN MI";1
"REHMAN AU";1
"REHMAN HU";1
"REICHLE RH";1
"REIMANN P";1
"REINA-REINA A";1
"REINARTZ L";1
"REINDL T";1
"REINECKE I";1
"REINERO C";1
"REITER P";1
"RELVAS H";1
"REMONDELLI MH";1
"REMYA S";1
"REN B";1
"REN C";1
"RENAUD P";1
"RENAUDEAU J";1
"RENJITH PN";1
"RENJU CM";1
"RENTSCH CT";1
"RENUKHADEVI M";1
"RETAMOZO S";1
"REUSCH A";1
"REUTHE E";1
"REUTHER A";1
"REVATHI M";1
"REVATHY DG";1
"REVUELTA-MARCHENA P";1
"REYES JA";1
"REYES-DUKE AM";1
"REYNAERTS D";1
"REZIG EK";1
"REZVANI SM-E";1
"RHAIEM MAB";1
"RHINANE H";1
"RHO S";1
"RIADHUSIN R";1
"RIASI A";1
"RIAZULHAMEED AAMA";1
"RIBEIRO BS";1
"RIBEIRO RA";1
"RIBEIRO T";1
"RICCI G";1
"RICCI R";1
"RICCI V";1
"RICHARDSON A";1
"RICHELDI L";1
"RIDA R";1
"RIEDE W";1
"RIEDEL T";1
"RIEDIGER A";1
"RIESTERER J";1
"RIGHETTO SB";1
"RIGHI RDR";1
"RILEY C";1
"RIMBA P";1
"RINANDA W";1
"RIOUFOL C";1
"RIOULT F";1
"RIPOLL M";1
"RISCH J";1
"RISCHMUELLER M";1
"RISCO-MARTÍN JL";1
"RISHIWAL V";1
"RISSE M";1
"RISSO LA";1
"RIST S";1
"RISTIĆ TRAJKOVIĆ J";1
"RISTOLAINEN A";1
"RITCHI H";1
"RITO P";1
"RITU";1
"RIVA E";1
"RIVAL S";1
"RIVAS F";1
"RIVERA KR";1
"RIYAMI S";1
"RIZK KA";1
"RIZKIA I";1
"RIZWAN M";1
"RIZZO S";1
"RKIK FZ";1
"ROANTREE M";1
"ROATIŞ A";1
"ROBERTS C";1
"ROBINSON A";1
"ROBINSON SC";1
"ROCHA AD";1
"ROCHA FHF";1
"ROCHA LOURES EDFR";1
"RODGERSON K";1
"RODLER S";1
"RODMANN J";1
"RODRIGO N";1
"RODRIGUES JJPC";1
"RODRIGUES RL";1
"RODRIGUES VF";1
"RODRIGUEZ PE";1
"RODRIGUEZ S";1
"RODRÍGUEZ-ELIAS OM";1
"RODRÍGUEZ-GARCÍA M";1
"RODRÍGUEZ-MOLANO JIR";1
"RODRÍGUEZ-MOTA A";1
"ROENKO D";1
"ROENTHON H";1
"ROGI REX";1
"ROHAN ARYA AR";1
"ROHAN RAJEEV P";1
"ROHDE PD";1
"ROHILLA N";1
"ROHIT R";1
"ROHNER B";1
"ROIG M";1
"ROJA D";1
"ROJAS-CESSA R";1
"ROKNE J";1
"ROMA M";1
"ROMAN A";1
"ROMAN-GONZALEZ A";1
"ROMANO AL";1
"ROMANO SP";1
"ROMĀNOVS A";1
"ROMDHANI I";1
"ROMEO C";1
"ROMERO-MUÑOZ S";1
"ROMEU J";1
"RONCHI S";1
"RONG C";1
"RONG J";1
"RONG Y";1
"RONGALI SK";1
"RÖNNBÄCK L";1
"ROOFIGARI-ESFAHAN N";1
"ROOPA D";1
"ROS F";1
"ROSA A";1
"ROSA M";1
"ROSE O";1
"ROSEN KM";1
"ROSENFELD J";1
"ROSENQVIST A";1
"ROSHAN P";1
"ROSMANINHO R";1
"ROSS J";1
"ROSS S";1
"ROSSETTI C";1
"ROSSI G";1
"ROSSI L";1
"ROSSI M";1
"ROSSI R";1
"ROSSIELLO G";1
"ROSSLER M";1
"ROSSOL M";1
"ROSZYK S";1
"ROTHSTEIN E";1
"ROTMAN S";1
"ROTTMAIER M";1
"ROUHOLAHNEJAD FREUND E";1
"ROUSSANALY A";1
"ROUTAIB H";1
"ROUTRAY SK";1
"ROUX GC";1
"ROVAS D";1
"ROVERE D";1
"ROY D";1
"ROY K";1
"ROY NR";1
"ROY R";1
"ROY SM";1
"ROYSTON S";1
"ROZENBERG B";1
"RUA CA";1
"RUA D";1
"RÚA F";1
"RUBINOVICH I";1
"RUCCO C";1
"RUDENA A";1
"RÜDESHEIM S";1
"RUEHR N";1
"RUFFO G";1
"RUGGIERO B";1
"RUIZ B";1
"RUIZ M";1
"RUIZ MD";1
"RUIZ-HERNÁNDEZ O";1
"RUKOZ M";1
"RUMBUT J";1
"RUNDO L";1
"RURANGA C";1
"RUSSO G";1
"RŮŽIČKA J";1
"RUZICKOVA K";1
"RYABYY M";1
"RYBANSKÝ M";1
"RYDVAL J";1
"RYTSAREV I";1
"RYU S";1
"S SAMPAIO V";1
"S V";1
"SAAD E";1
"SAAD S";1
"SAAKE G";1
"SAARENPAA I";1
"SAAVEDRA MZNL";1
"SABAPATHI K";1
"SABAT S";1
"SABATINI R";1
"SABEENA J";1
"SABEUR Z";1
"SABIE O-M";1
"SABIR M";1
"SABIRA";1
"SABO A";1
"SABOO S";1
"SACCO M";1
"SACHAN RC";1
"SACHDEVA C";1
"SACHS AL";1
"SACKS R";1
"SADANAND VK";1
"SADAPHULE P";1
"SADEGHI A";1
"SADEGHPOUR A";1
"SADGIR PA";1
"SADIKI T";1
"SADIQ A";1
"SADIQ M";1
"SADIQ S";1
"SADIQ SUR";1
"SADIQ T";1
"SAEED AY";1
"SAEED MM";1
"SAEED R";1
"SAEED RA";1
"SAEEDI S";1
"SAENGPOO A";1
"SAENKHAM N";1
"SAEZ Y";1
"SAFAVI S";1
"SAFDARIAN F";1
"SAFOSHKINA L";1
"SAFRONOV G";1
"SAGAN V";1
"SAGAR BB";1
"SAGAR PL";1
"SAGGURTHI V";1
"SAGRON Y";1
"SAHARA CR";1
"SAHEBI H";1
"SAHIB MR";1
"SAHID MI";1
"ŞAHIN O";1
"SAHLBACH V";1
"SAHOO A";1
"SAHOTA H";1
"SAHRANI S";1
"SAHRHAGE P";1
"SAHU RK";1
"SAI CHANDU K";1
"SAI KRISHNAN A";1
"SAI MAHESH JY";1
"SAID S";1
"SAIDANI T";1
"SAIDIAN M";1
"SAIF SA";1
"SAIF SM";1
"SAIFEDDINE HADJ SASSI M";1
"SAIGH RAM";1
"SAINI GL";1
"SAINI MK";1
"SAINI P";1
"SAINI S";1
"SAINI V";1
"SAINT CP";1
"SAITO K";1
"SAIZ JPÁ";1
"SAJADI MM";1
"SAKAKURA T";1
"SAKALANAGA S";1
"SAKETH PV";1
"SAKHARE RS";1
"SAKKOPOULOS E";1
"SAKLY H";1
"SAKURE K";1
"SALA E";1
"SALADI S";1
"SALAH EB";1
"SALAHEDDINE SK";1
"SALAMA R";1
"SALAMEH M";1
"SALARI M";1
"SALAS D";1
"SALATINO A";1
"SALCHER F";1
"SALDAÑA O";1
"SALDANHA L";1
"SALEH AS";1
"SALEH FK";1
"SALEHI S";1
"SALEM M";1
"SALEM S";1
"SALHI MS";1
"SALIM C";1
"SALIM D";1
"SALIM MM";1
"SALINAS-ROSALES M";1
"SALLAM NM";1
"SALMAH";1
"SALMON L";1
"SALNITRI M";1
"SALOMÓN RL";1
"SALOMONI D";1
"SALUTARI F";1
"SALVI A";1
"SAM R";1
"SAMAD A";1
"SAMANTA S";1
"SAMARAS N";1
"SAMAVATI F";1
"SAMONTE MJ";1
"SAMONTE MJC";1
"SAMPATHRAJAN R";1
"SAMUEL P";1
"SAMUR MO";1
"SANASI C";1
"SÁNCHEZ O";1
"SÁNCHEZ-FERNÁNDEZ L";1
"SÁNCHEZ-GARCÍA V";1
"SÁNCHEZ-GUERRERO J";1
"SÁNCHEZ-REBOLLO C";1
"SANCHEZ-VITERI S";1
"SANDE O";1
"SANDERS SJ";1
"SANDHU M";1
"SANDHYA P";1
"SANDHYA RANI D";1
"SANDLER SN";1
"SANDLIN H-Â";1
"SANDU P";1
"SANG Y";1
"SANGAMITHRAI K";1
"SANGAMUANG S";1
"SANGEETHA M";1
"SANGEETHALAKSHMI K";1
"SANGUINETTI M";1
"SANI MSH";1
"SANKARADASS V";1
"SANKARAN M";1
"SANKARAN S";1
"SANKARAN VN";1
"SANKARANARAYANAN HB";1
"SANSON R";1
"SANSYZBAY K";1
"SANSYZBAYEVA Z";1
"SANTA-EULALIA LA";1
"SANTANIELLO D";1
"SANTAREM SEGUNDO JES";1
"SANTHANAKRISHNAN T";1
"SANTHIYA B";1
"SANTHOSH KV";1
"SANTIAGO R";1
"SANTINI S";1
"SANTOLINI N";1
"SANTORO D";1
"SANTORO F";1
"SANTOS A";1
"SANTOS J";1
"SANTOS K";1
"SANTOS L";1
"SANTOS XAVIER JS";1
"SANTOS-BENITO S";1
"SANTOS-DOMINGUEZ M";1
"SANTOSO HA";1
"SANTUCCI G";1
"SAPKAL R";1
"SAPUTELLI L";1
"SARANYA N";1
"SARANYA S";1
"SARASWAT P";1
"SARAUX A";1
"SARAVANAN L";1
"SARAVANAN R";1
"SARAVANAN TR";1
"SARDANA S";1
"SARDIANOS C";1
"SAREMINIA S";1
"SARGENTO S";1
"SARI JP";1
"SARI NNK";1
"SARIGIANNIDIS P";1
"SARKAR A";1
"SARKAR B";1
"SARKAR S";1
"SARKER KU";1
"SARKER MR";1
"SARKER S";1
"SARMA A";1
"SARMA DK";1
"SARNOVSKÝ M";1
"SARO J";1
"SARSENBAYEVA A";1
"SARTZETAKI M";1
"SARVE O";1
"SARWADE J";1
"SASIREKHA D";1
"SASIREKHA S";1
"SASSANI A";1
"SASSI I";1
"SATEESH R";1
"SATHIAPARKAVI J";1
"SATHISHKUMAR VE";1
"SATŁAWA Z";1
"SATYA KIRAN RAJU A";1
"SATYBALDIYEVA R";1
"SATYENDRA NB";1
"SAUMYA S";1
"SAUNIER J";1
"SAURO F";1
"SAVERY J";1
"SAVINO N";1
"SAVIOUR MPA";1
"SAVITHA S";1
"SAVOIA G";1
"SAVOIE CJ";1
"SAWANT OV";1
"SAXENA A";1
"SAXENA AK";1
"SAXENA D";1
"SAXENA G";1
"SAXENA S";1
"SAYDAM S";1
"SAYENDRA FH";1
"SAYOR JJA-M";1
"SCALAS A";1
"SCARCIELLO B";1
"SCARPA F";1
"SCARSI M";1
"SCHAAP DMA";1
"SCHAEFER K";1
"SCHAFER H";1
"SCHÄFER K";1
"SCHALLERT K";1
"SCHARNWEBER T";1
"SCHAUB M";1
"SCHEIBA G";1
"SCHERER SW";1
"SCHEY J";1
"SCHEZ-SOBRINO S";1
"SCHIAFFINO M";1
"SCHIFF S";1
"SCHILIRO F";1
"SCHILLING H";1
"SCHINAULT ME";1
"SCHLEIMER E";1
"SCHLEY L";1
"SCHLIEßER P";1
"SCHLITZER R";1
"SCHLOTTERBECK I";1
"SCHLUETTER T";1
"SCHMID E";1
"SCHMIDT C";1
"SCHMIDT CS";1
"SCHMIDT S";1
"SCHMITT M";1
"SCHMUTZER R";1
"SCHNEIDER G";1
"SCHNEIDER J";1
"SCHNELLE-KREIS J";1
"SCHNIERING B";1
"SCHNITTER K";1
"SCHOLLY É";1
"SCHOLZ M";1
"SCHÖNWÄLDER E";1
"SCHÖPFEL J";1
"SCHRAMKE BA";1
"SCHRAMM H";1
"SCHRÖER C";1
"SCHUBA C";1
"SCHULLER BW";1
"SCHULZ R";1
"SCHULZE B";1
"SCHULZE J";1
"SCHÜMANN M-A";1
"SCHWAB JJ";1
"SCHWAB M";1
"SCHWAB MJ";1
"SCHWARTHOFF H";1
"SCHWARTZ K";1
"SCHWARTZ S";1
"SCHWARZE B";1
"SCHWARZHAUPT A";1
"SCÎNTEIE G-A";1
"SCOFIELD H";1
"SCRIMA P";1
"SCRINEY M";1
"SEAH CS";1
"SEAMANS R";1
"SEBASTIAN A";1
"SECCHI L";1
"SEDLMAYR M";1
"SEEBACHER D";1
"SEEWALD LA";1
"SEGALL N";1
"SEGHDA GW-P";1
"SEGRANSAN M";1
"SEGUIN R";1
"SEHGAL A";1
"SEHRSCHÖN H";1
"SEIDALIYEVA L";1
"SEITNUR A";1
"SEITZINGER J";1
"SEJDIU G";1
"SEJLING AD";1
"SEKKAKI A";1
"SELA L";1
"SELICATO S";1
"SELLAMI W";1
"SELLAPPERUMA S";1
"SELLITTO MA";1
"SELMI M";1
"SELVA BALAN MS";1
"SELVAKUMAR T";1
"SELVARAJ S";1
"SELVI K";1
"SELVIK JT";1
"SELZER D";1
"SEMY M";1
"SEN B";1
"SEN D";1
"SEN F";1
"ŞEN ME";1
"SENA B";1
"SENAPATI S";1
"SÈNE D";1
"SENG KP";1
"SENISETTY M";1
"SENITAN M";1
"SENOŽETNIK M";1
"SENTHIL MURUGAN KR";1
"SENTHIL RAJA D";1
"SENUSSI T";1
"SENYK A";1
"SEO H";1
"SEO M";1
"SEO Y-S";1
"SEPTIAN RF";1
"SEPÚLVEDA W";1
"SEQUEIRA SL";1
"SERAFIMOVA N";1
"SERALL I";1
"SERAZZI G";1
"SERBIN V";1
"SÉRÉ A";1
"SEREPAS F";1
"SERHANI MA";1
"SÉROR R";1
"SERRANO F";1
"SERUJI NE";1
"ŠESTAK M";1
"SETH DK";1
"SETHURAM M";1
"SETIONO HP";1
"SGAMBELLURI A";1
"SGÂRCIU V";1
"SHA D";1
"SHA Z";1
"SHAAT M";1
"SHABANI B";1
"SHABANI I";1
"SHACKELFORD SA";1
"SHADAB SIDDIQUI MA";1
"SHAE Z-Y";1
"SHAFI I";1
"SHAFIEE ME";1
"SHAFINAZ NP";1
"SHAFIYA BANU MS";1
"SHAH F";1
"SHAH J";1
"SHAH JA";1
"SHAH STU";1
"SHAH WALI JAMAL M";1
"SHAHADE AK";1
"SHAHANA SHAHIN P";1
"SHAHBAZ A";1
"SHAHEEN";1
"SHAHIDI A";1
"SHAHMA KP";1
"SHAIK N";1
"SHAIKH MS";1
"SHAIKH TA";1
"SHAIKH W";1
"SHAIMARDANOVA R";1
"SHAJI N";1
"SHAKIL KA";1
"SHAKIR A";1
"SHAKUNTHALA M";1
"SHAKYA HK";1
"SHALINI N";1
"SHALLUF S";1
"SHAMEER S";1
"SHAMSHIRI RR";1
"SHAMSZAMAN ZU";1
"SHAN C";1
"SHAN J";1
"SHAN R";1
"SHAN T";1
"SHAN Y";1
"SHANG H-S";1
"SHANG J";1
"SHANG M";1
"SHANG N";1
"SHANG X";1
"SHANGGUAN L";1
"SHANKAR A";1
"SHANKAR BB";1
"SHANKAR R";1
"SHANMUGAN V";1
"SHANMUGANATHAN M";1
"SHANMUGAPRIYA P";1
"SHANMUGASUNDARAM S";1
"SHANMUGHA PRIYA PS";1
"SHANTHINI R";1
"SHAO B";1
"SHAO H";1
"SHAO K";1
"SHAO S";1
"SHAO T";1
"SHAO X";1
"SHAPIRA S";1
"SHAPIRO D";1
"SHAPIRO M";1
"SHARAF IM";1
"SHARAF M";1
"SHARIPOV GM";1
"SHARLATHA R";1
"SHARMA C";1
"SHARMA D";1
"SHARMA DK";1
"SHARMA G";1
"SHARMA H";1
"SHARMA J";1
"SHARMA KK";1
"SHARMA NJ";1
"SHARMAN N";1
"SHARMILA KP";1
"SHARMIN S";1
"SHASIDHAR R";1
"SHASTRY S";1
"SHATAER D";1
"SHCHEGOLEVA NL";1
"SHCHERBAKOV M";1
"SHE Y";1
"SHEELVANTHMATH S";1
"SHEENA G";1
"SHEIKH T";1
"SHEKARAPPA K";1
"SHELTON J";1
"SHEN A";1
"SHEN B";1
"SHEN C";1
"SHEN D";1
"SHEN H";1
"SHEN J";1
"SHEN K";1
"SHEN L";1
"SHEN T";1
"SHEN Y";1
"SHEN Y-T";1
"SHENDER BS";1
"SHENDRYK V";1
"SHENG C";1
"SHENG J";1
"SHENG W";1
"SHENG Z";1
"SHENOY HN";1
"SHEREEF S";1
"SHERIF A";1
"SHERIFF MK";1
"SHERLY MA";1
"SHERMY RP";1
"SHERSTJUK V";1
"SHERVINGTON K";1
"SHESHASAAYEE A";1
"SHETTIGAR M";1
"SHETTY AP";1
"SHETTY D";1
"SHETTY J";1
"SHETTY M";1
"SHEVALE RR";1
"SHEVCHENKO V";1
"SHEVEL V";1
"SHEVIAKINA N";1
"SHI B";1
"SHI R";1
"SHI W";1
"SHI Z";1
"SHIBA M";1
"SHIBUO Y";1
"SHIFRIN M";1
"SHIH W-C";1
"SHIHA MO";1
"SHILPA NS";1
"SHIN SJ";1
"SHIN SP";1
"SHINDE M";1
"SHIRAZI M";1
"SHIRES R";1
"SHIRISHA N";1
"SHISHIR NT";1
"SHIVANI S";1
"SHIVKUMAR YADAV S";1
"SHLAGMAN O";1
"SHLYUGER G";1
"SHOBA A";1
"SHOBHA G";1
"SHOIKOVA E";1
"SHOJAEI A";1
"SHOLAHUDIN S";1
"SHPITZER SA";1
"SHRAGA R";1
"SHRAHILI M";1
"SHRAVAN M";1
"SHRESTHA YR";1
"SHRIVASTAVA C";1
"SHRIVASTAVA S";1
"SHRIWAS M";1
"SHROFF G";1
"SHROUF F";1
"SHROUF H";1
"SHU H";1
"SHU H-C";1
"SHU X";1
"SHU Y";1
"SHU Z";1
"SHUAI X";1
"SHUAI Z";1
"SHUKLA RD";1
"SHUKU T";1
"SHUNIN OY";1
"SHUVARIKOV DV";1
"SHUVO MIR";1
"SHYAMALA GOWRI BS";1
"SHYSHATSKYI A";1
"SI L";1
"SIANNI A";1
"SIAS N";1
"SIBILIA J";1
"SICCARDI S";1
"SICHAO Y";1
"SICKER J";1
"SIDDABATTULA VS";1
"SIDDAMMA";1
"SIDDARTH M";1
"SIDHU H";1
"SIDHU KS";1
"SIDHU N";1
"SIDI ALMOUCTAR MAS";1
"SIDI F";1
"SIEGEL M";1
"SIGLE N";1
"SIGWELE T";1
"SIHOTANG HT";1
"SIKANDAR H";1
"SIKANEN L";1
"SIKARIA A";1
"SIKDAR RP";1
"SILDER A";1
"SILER L";1
"SILVA B";1
"SILVA FA";1
"SILVA I";1
"SILVA L";1
"SILVA N";1
"SILVA RDD";1
"SILVA TA";1
"SILVESTRI G";1
"SILVESTRINI-CORDERO K";1
"SILVINA A";1
"SIMA AC";1
"SIMAKOVIC MN";1
"SIMANJUNTAK HTA";1
"SIMEONE A";1
"SIMHANDL G";1
"SIMI MR";1
"SIMIĆ D";1
"SIMINIUC R";1
"SIMIONATO R";1
"ŠIMKO V";1
"SIMÓ M";1
"SIMON M";1
"SIMON S";1
"SIMONCELLI S";1
"SIMONIS I";1
"SIMONS D";1
"SIMSEKLER MCE";1
"SINDHI K";1
"SINDHUJA P";1
"SINDHWANI T";1
"SINDRILARU EA";1
"SINGH AP";1
"SINGH B";1
"SINGH BSB";1
"SINGH D";1
"SINGH KD";1
"SINGH KK";1
"SINGH KN";1
"SINGH L";1
"SINGH N";1
"SINGH P";1
"SINGH PD";1
"SINGH RVR";1
"SINGH SA";1
"SINGH SS";1
"SINGH TN";1
"SINGH UP";1
"SINGH V";1
"SINGHA A";1
"SINGHAL G";1
"SINHA JK";1
"SINHA S";1
"SINITSYN I";1
"SINNOTT RO";1
"SIONE A";1
"SIQUEIRA A";1
"SIQUEIRA F";1
"SIRBU D-I";1
"SIREGAR IJ";1
"SIREGAR KN";1
"SIRIGIBATHINA H";1
"SIRIWARDHANA ACPK";1
"SIRONI AP";1
"SISÓ-ALMIRALL A";1
"SISODIYA N";1
"SISSODIA R";1
"SISWANTO D";1
"SITUMEANG SIG";1
"SIVA BALASUBRAMANIAN G";1
"SIVA KUMAR AP";1
"SIVABHARATHY M";1
"SIVAKAMY N";1
"SIVAKUMAR K";1
"SIVAKUMAR VCB";1
"SIVAPRAKASH S";1
"SIVARAM A";1
"SIVARAMAN C";1
"SIVARANJANI L";1
"SIVASAKTHIVEL S";1
"SIVASAMY S";1
"SIVILS KL";1
"SIWEK M";1
"SK KB";1
"SKÁKALA J";1
"SKALICKY P";1
"SKOG J";1
"SKOKOWSKI P";1
"SKRZEK M";1
"SKRZYPACZ J";1
"SKUBIC M";1
"SKVORCHEVSKY A";1
"SKYDAN O";1
"SLETCHA B";1
"SLIME K";1
"SLIUSAR K";1
"SLOAN J";1
"SLON C";1
"SMART E";1
"SMATANA M";1
"ŚMIESZEK M";1
"SMIRNOV N";1
"SMIRNOV PA";1
"SMITH A";1
"SMITH E";1
"SMITH J";1
"SMITH JM";1
"SMITH S";1
"SMITHA L";1
"SNEAD D";1
"SNEAD RS";1
"SNELSON VJ";1
"SO K";1
"SOBOLEV A";1
"SÖDERGÅRD C";1
"SOFO G";1
"SOHEL F";1
"SOHN J-H";1
"SOJAN A";1
"SOKOL I";1
"SOLANS-LAQUÉ R";1
"SOLAR M";1
"SOLODOVŅIKOVA D";1
"SOLOMON A";1
"SOLORZANO-ZEPEDA C";1
"SOM MKM";1
"SOM S";1
"SOMA A";1
"SOMANI A";1
"SOMATHILAKE KDPS";1
"SOMMERSTEDT D";1
"SOMOTO T";1
"SOMVANSHI S";1
"SONAH H";1
"SONAWANE K";1
"SONG G";1
"SONG J-K";1
"SONG M";1
"SONG Q";1
"SONG X";1
"SONG Y";1
"SONI B";1
"SONI K";1
"SOO W-K";1
"SØRENSEN LF";1
"SORIC I";1
"SORLINI M";1
"SOSA D";1
"ŠOŠEVIĆ U";1
"SOTIROV S";1
"SOTOMAYOR DAY";1
"SOULARIDIS A";1
"SOUMAYA F";1
"SOUSA O";1
"SOUSA V";1
"SOUZA LFS";1
"SOUZA RPPM";1
"SOVIK O";1
"SOWAN BI";1
"SOWJANYA K K";1
"SOWMIYA A";1
"SOWMYA R B";1
"SOZA E";1
"SPAGNUOLO M";1
"SPAHO E";1
"SPANDONIDIS C";1
"SPANGENBERG N";1
"SPANJAART AM";1
"SPANÒ S";1
"SPECKMANN H";1
"SPENCE C";1
"SPENCER B";1
"SPIGA D";1
"SPILIOPOULOS G";1
"SPINTHIROPOULOS K";1
"SPIRIDONOV A";1
"SPRICK B";1
"SPRINKLE J";1
"SPROLL F";1
"SRAIDI S";1
"SRAJAN VN";1
"SREE LEKSHMI SS";1
"SREE NIDHI S";1
"SREEDEVI V";1
"SREEJA SP";1
"SREELAKSHMI R";1
"SREELEKHA T";1
"SRIDEVI BG";1
"SRIDHARAN B";1
"SRIDHARAN D";1
"SRIHARI K";1
"SRIJA A";1
"SRIKANTH D";1
"SRINANDAN M";1
"SRINIVASA RAO P";1
"SRINIVASA S";1
"SRINIVASAN A";1
"SRINIVASAN B";1
"SRINIVASAN C";1
"SRINIVASAN MK";1
"SRIRAAM N";1
"SRIRAM P";1
"SRIRAM S";1
"SRIRAM VP";1
"SRISAWAT J";1
"SRISTY NB";1
"SRITHAR S";1
"SRIVASTAVA A";1
"SRIVASTAVA S";1
"SRIVASTAVA V";1
"STABLA M";1
"STADNIK L";1
"STAFFORD KA";1
"STALIDI C";1
"STAMATESCU G";1
"STAMATIS G";1
"STAMATOPOULOS E";1
"STAMATOPOULOS S";1
"STANSFIELD KE";1
"STAPOR T";1
"STARK D";1
"STATE R";1
"STAUB-FRENCH S";1
"STECCA G";1
"STEFANIDIS K";1
"STEFANOWSKI J";1
"STEGER DN";1
"STEIN M";1
"STEPHAN C";1
"STĘPIEŃ K";1
"STEPIEN M";1
"STĘPNIAK C";1
"STEPPE K";1
"STERCK F";1
"STETSENKO B";1
"STEVE CARDENAS I";1
"STEVENSON M";1
"STEVENTON M";1
"STILL C";1
"STINCO P";1
"STIRENKO S";1
